Date,Time,Coffee Type,Price,Payment Type,Location
2024-05-05,16:59,Cocoa,240.6,Card,Location1
2024-02-07,14:23,Cocoa,240.6,Cash,Location1
2024-02-08,18:59,Cappuccino,232.2,Card,Location1
2024-04-26,15:00,Americano with milk,200.8,Cash,Location1
2024-04-24,12:44,Cappuccino,232.2,Card,Location1
2024-05-20,15:27,Americano,175.2,Card,Location1
2024-06-30,12:53,Americano,175.2,Card,Location1
2024-03-29,17:55,Espresso,145.0,Cash,Location1
2024-02-20,10:47,Cocoa,240.6,Card,Location1
2024-05-03,19:49,Hot Chocolate,232.2,Card,Location1
2024-02-09,21:15,Hot Chocolate,232.2,Card,Location1
2024-05-10,17:25,Cappuccino,232.2,Cash,Location1
2024-01-09,17:40,Espresso,145.0,Card,Location1
2024-04-25,16:29,Espresso,145.0,Card,Location1
2024-06-24,13:00,Cappuccino,232.2,Card,Location1
2024-07-11,21:26,Espresso,145.0,Card,Location1
2024-05-16,13:00,Hot Chocolate,232.2,Card,Location1
2024-03-25,20:19,Cocoa,240.6,Card,Location1
2024-05-17,10:43,Americano with milk,200.8,Cash,Location1
2024-05-07,12:53,Cappuccino,232.2,Cash,Location1
2024-05-14,12:41,Cortado,170.2,Cash,Location1
2024-06-15,16:39,Espresso,145.0,Cash,Location1
2024-01-21,11:54,Americano with milk,200.8,Cash,Location1
2024-06-07,20:52,Cortado,170.2,Card,Location1
2024-04-01,16:33,Latte,215.4,Card,Location1
2024-02-25,18:10,Cappuccino,232.2,Card,Location1
2024-06-13,21:07,Cappuccino,232.2,Card,Location1
2024-03-18,14:05,Americano,175.2,Card,Location1
2024-02-07,20:58,Americano with milk,200.8,Card,Location1
2024-01-22,20:08,Hot Chocolate,232.2,Card,Location1
2024-06-19,11:05,Cortado,170.2,Card,Location1
2024-04-28,14:41,Espresso,145.0,Cash,Location1
2024-01-10,11:22,Americano with milk,200.8,Card,Location1
2024-05-02,11:28,Americano,175.2,Cash,Location1
2024-06-22,12:30,Cappuccino,232.2,Card,Location1
2024-04-05,11:42,Americano,175.2,Card,Location1
2024-04-07,10:33,Americano with milk,200.8,Card,Location1
2024-05-15,17:57,Cappuccino,232.2,Cash,Location1
2024-05-08,13:33,Espresso,145.0,Card,Location1
2024-06-29,20:31,Espresso,145.0,Cash,Location1
2024-04-02,13:02,Espresso,145.0,Card,Location1
2024-06-23,13:51,Cortado,170.2,Card,Location1
2024-05-01,18:55,Americano with milk,200.8,Cash,Location1
2024-01-10,13:13,Cocoa,240.6,Cash,Location1
2024-05-05,20:21,Espresso,145.0,Cash,Location1
2024-04-22,13:47,Americano,175.2,Card,Location1
2024-03-06,14:39,Hot Chocolate,232.2,Card,Location1
2024-04-02,19:48,Americano with milk,200.8,Cash,Location1
2024-06-21,21:26,Cortado,170.2,Card,Location1
2024-02-24,19:00,Cortado,170.2,Card,Location1
2024-03-03,12:01,Cortado,170.2,Cash,Location1
2024-06-06,16:46,Americano,175.2,Cash,Location1
2024-03-02,13:20,Cocoa,240.6,Card,Location1
2024-01-08,20:58,Latte,215.4,Cash,Location1
2024-02-17,16:13,Americano,175.2,Card,Location1
2024-04-01,11:21,Espresso,145.0,Cash,Location1
2024-02-21,17:08,Cortado,170.2,Cash,Location1
2024-02-20,15:56,Americano with milk,200.8,Cash,Location1
2024-01-07,11:24,Espresso,145.0,Card,Location1
2024-03-06,10:21,Americano with milk,200.8,Cash,Location1
2024-01-26,11:48,Espresso,145.0,Card,Location1
2024-04-08,19:48,Latte,215.4,Cash,Location1
2024-01-12,15:21,Cortado,170.2,Cash,Location1
2024-06-05,10:24,Cocoa,240.6,Cash,Location1
2024-06-04,11:30,Cocoa,240.6,Cash,Location1
2024-01-11,13:48,Cappuccino,232.2,Cash,Location1
2024-02-19,13:18,Latte,215.4,Card,Location1
2024-07-15,15:09,Latte,215.4,Card,Location1
2024-05-16,12:09,Cappuccino,232.2,Card,Location1
2024-06-18,17:44,Americano,175.2,Card,Location1
2024-01-13,13:18,Hot Chocolate,232.2,Card,Location1
2024-04-30,16:34,Americano with milk,200.8,Card,Location1
2024-04-07,17:07,Cappuccino,232.2,Cash,Location1
2024-03-17,11:28,Hot Chocolate,232.2,Cash,Location1
2024-04-26,16:28,Cappuccino,232.2,Cash,Location1
2024-02-26,21:23,Latte,215.4,Card,Location1
2024-06-20,11:16,Latte,215.4,Card,Location1
2024-04-18,14:45,Espresso,145.0,Card,Location1
2024-03-15,17:38,Cappuccino,232.2,Cash,Location1
2024-04-23,20:54,Hot Chocolate,232.2,Card,Location1
2024-06-06,17:08,Espresso,145.0,Card,Location1
2024-05-09,16:14,Cortado,170.2,Card,Location1
2024-03-12,21:21,Americano,175.2,Card,Location1
2024-06-20,20:20,Americano with milk,200.8,Cash,Location1
2024-06-14,12:12,Cortado,170.2,Card,Location1
2024-06-23,15:01,Cappuccino,232.2,Card,Location1
2024-03-18,18:21,Americano with milk,200.8,Card,Location1
2024-01-03,16:09,Cappuccino,232.2,Cash,Location1
2024-05-15,10:12,Americano with milk,200.8,Cash,Location1
2024-04-26,18:47,Hot Chocolate,232.2,Cash,Location1
2024-04-28,18:08,Cappuccino,232.2,Card,Location1
2024-06-18,20:09,Cappuccino,232.2,Cash,Location1
2024-06-16,16:07,Americano,175.2,Card,Location1
2024-07-06,19:03,Americano,175.2,Cash,Location1
2024-04-20,18:52,Latte,215.4,Cash,Location1
2024-05-10,10:04,Latte,215.4,Cash,Location1
2024-02-06,15:28,Cortado,170.2,Cash,Location1
2024-01-07,21:16,Hot Chocolate,232.2,Card,Location1
2024-01-25,13:22,Cappuccino,232.2,Cash,Location1
2024-06-16,15:12,Cortado,170.2,Cash,Location1
2024-05-06,19:30,Americano with milk,200.8,Cash,Location1
2024-04-25,12:47,Cocoa,240.6,Card,Location1
2024-06-05,15:27,Cocoa,240.6,Card,Location1
2024-05-01,12:09,Latte,215.4,Cash,Location1
2024-05-16,10:28,Hot Chocolate,232.2,Card,Location1
2024-03-22,21:25,Cocoa,240.6,Card,Location1
2024-04-19,15:08,Latte,215.4,Cash,Location1
2024-01-26,12:34,Espresso,145.0,Cash,Location1
2024-03-18,13:48,Cortado,170.2,Card,Location1
2024-02-23,12:44,Cappuccino,232.2,Cash,Location1
2024-04-15,12:33,Espresso,145.0,Card,Location1
2024-03-24,20:09,Americano,175.2,Card,Location1
2024-03-08,12:29,Americano with milk,200.8,Cash,Location1
2024-02-18,20:03,Hot Chocolate,232.2,Card,Location1
2024-01-22,19:34,Cocoa,240.6,Card,Location1
2024-03-26,10:34,Americano with milk,200.8,Card,Location1
2024-02-29,21:10,Americano with milk,200.8,Cash,Location1
2024-07-08,14:34,Americano with milk,200.8,Cash,Location1
2024-06-18,20:33,Cocoa,240.6,Cash,Location1
2024-04-19,10:59,Latte,215.4,Card,Location1
2024-04-20,11:15,Espresso,145.0,Cash,Location1
2024-05-08,14:29,Latte,215.4,Card,Location1
2024-07-05,17:09,Hot Chocolate,232.2,Cash,Location1
2024-05-11,19:02,Americano,175.2,Cash,Location1
2024-06-30,21:07,Espresso,145.0,Card,Location1
2024-02-27,10:45,Cappuccino,232.2,Card,Location1
2024-06-26,15:49,Cappuccino,232.2,Card,Location1
2024-05-28,14:14,Cocoa,240.6,Cash,Location1
2024-01-23,11:34,Americano,175.2,Card,Location1
2024-01-26,15:12,Americano,175.2,Cash,Location1
2024-03-06,12:09,Americano,175.2,Cash,Location1
2024-06-03,12:54,Cortado,170.2,Cash,Location1
2024-02-20,12:15,Cortado,170.2,Card,Location1
2024-04-28,13:44,Espresso,145.0,Cash,Location1
2024-01-06,11:48,Cortado,170.2,Cash,Location1
2024-06-15,15:12,Hot Chocolate,232.2,Cash,Location1
2024-03-27,21:16,Latte,215.4,Card,Location1
2024-04-20,15:15,Cortado,170.2,Cash,Location1
2024-06-26,10:36,Hot Chocolate,232.2,Card,Location1
2024-03-11,20:25,Cocoa,240.6,Cash,Location1
2024-03-20,12:14,Latte,215.4,Cash,Location1
2024-01-11,15:40,Cocoa,240.6,Card,Location1
2024-05-11,12:06,Cortado,170.2,Cash,Location1
2024-01-01,16:47,Cappuccino,232.2,Card,Location1
2024-07-09,10:37,Cortado,170.2,Cash,Location1
2024-05-09,14:37,Cortado,170.2,Cash,Location1
2024-07-01,17:43,Espresso,145.0,Card,Location1
2024-04-03,16:22,Espresso,145.0,Card,Location1
2024-04-10,10:47,Espresso,145.0,Card,Location1
2024-06-04,18:29,Latte,215.4,Card,Location1
2024-01-22,11:11,Americano,175.2,Cash,Location1
2024-04-27,16:39,Cappuccino,232.2,Card,Location1
2024-04-10,15:17,Cappuccino,232.2,Card,Location1
2024-04-16,19:46,Americano with milk,200.8,Card,Location1
2024-03-13,10:03,Cortado,170.2,Card,Location1
2024-03-19,12:06,Cortado,170.2,Cash,Location1
2024-01-04,12:33,Latte,215.4,Card,Location1
2024-06-05,20:55,Americano,175.2,Card,Location1
2024-02-25,21:14,Americano,175.2,Cash,Location1
2024-06-13,15:16,Hot Chocolate,232.2,Card,Location1
2024-05-20,15:54,Latte,215.4,Cash,Location1
2024-02-12,20:50,Hot Chocolate,232.2,Card,Location1
2024-04-12,18:32,Cappuccino,232.2,Cash,Location1
2024-01-31,20:54,Cocoa,240.6,Card,Location1
2024-03-31,10:39,Latte,215.4,Card,Location1
2024-03-27,13:47,Cocoa,240.6,Cash,Location1
2024-05-23,19:29,Espresso,145.0,Cash,Location1
2024-06-06,10:34,Americano with milk,200.8,Card,Location1
2024-03-19,14:13,Cocoa,240.6,Card,Location1
2024-05-01,16:06,Espresso,145.0,Card,Location1
2024-02-22,18:29,Cappuccino,232.2,Cash,Location1
2024-06-03,11:24,Cappuccino,232.2,Cash,Location1
2024-04-14,19:20,Americano,175.2,Card,Location1
2024-01-31,13:10,Americano with milk,200.8,Card,Location1
2024-05-27,17:21,Americano,175.2,Card,Location1
2024-02-27,13:01,Cappuccino,232.2,Card,Location1
2024-06-25,19:40,Cocoa,240.6,Cash,Location1
2024-04-19,20:02,Latte,215.4,Cash,Location1
2024-05-10,12:03,Espresso,145.0,Cash,Location1
2024-02-19,14:36,Americano with milk,200.8,Card,Location1
2024-06-18,13:09,Espresso,145.0,Cash,Location1
2024-01-26,15:49,Espresso,145.0,Card,Location1
2024-02-08,16:49,Americano with milk,200.8,Card,Location1
2024-03-06,11:19,Cortado,170.2,Card,Location1
2024-05-07,13:59,Cocoa,240.6,Card,Location1
2024-01-07,11:46,Latte,215.4,Card,Location1
2024-03-02,17:25,Espresso,145.0,Cash,Location1
2024-01-12,14:39,Hot Chocolate,232.2,Cash,Location1
2024-05-12,21:02,Cortado,170.2,Cash,Location1
2024-01-21,19:20,Cappuccino,232.2,Cash,Location1
2024-03-25,21:02,Latte,215.4,Card,Location1
2024-03-01,16:38,Americano,175.2,Cash,Location1
2024-03-02,14:17,Americano with milk,200.8,Cash,Location1
2024-02-23,20:38,Hot Chocolate,232.2,Cash,Location1
2024-04-18,17:56,Espresso,145.0,Card,Location1
2024-04-06,12:15,Americano,175.2,Card,Location1
2024-05-13,13:37,Americano,175.2,Cash,Location1
2024-01-04,17:34,Espresso,145.0,Card,Location1
2024-02-15,15:16,Cortado,170.2,Card,Location1
2024-06-17,16:25,Americano with milk,200.8,Cash,Location1
2024-03-25,19:23,Hot Chocolate,232.2,Cash,Location1
2024-01-19,10:46,Latte,215.4,Cash,Location1
2024-07-12,17:57,Americano,175.2,Cash,Location1
2024-05-29,15:12,Cortado,170.2,Card,Location1
2024-07-11,21:04,Espresso,145.0,Card,Location1
2024-04-17,16:36,Latte,215.4,Cash,Location1
2024-05-24,12:54,Cappuccino,232.2,Cash,Location1
2024-02-26,11:13,Latte,215.4,Cash,Location1
2024-06-28,16:43,Hot Chocolate,232.2,Card,Location1
2024-07-01,15:24,Cappuccino,232.2,Card,Location1
2024-06-11,17:38,Americano with milk,200.8,Cash,Location1
2024-06-18,14:16,Cocoa,240.6,Cash,Location1
2024-06-09,12:50,Cocoa,240.6,Card,Location1
2024-07-10,11:57,Cappuccino,232.2,Cash,Location1
2024-03-12,13:52,Cocoa,240.6,Cash,Location1
2024-04-18,12:14,Hot Chocolate,232.2,Card,Location1
2024-07-12,21:03,Cortado,170.2,Cash,Location1
2024-04-18,21:30,Latte,215.4,Card,Location1
2024-04-09,19:21,Espresso,145.0,Cash,Location1
2024-05-08,12:38,Cortado,170.2,Cash,Location1
2024-07-14,11:30,Espresso,145.0,Cash,Location1
2024-02-09,19:10,Cocoa,240.6,Card,Location1
2024-01-01,20:37,Cortado,170.2,Card,Location1
2024-02-29,10:46,Cocoa,240.6,Card,Location1
2024-01-25,18:34,Cappuccino,232.2,Card,Location1
2024-01-21,20:23,Hot Chocolate,232.2,Cash,Location1
2024-07-08,15:35,Americano with milk,200.8,Cash,Location1
2024-04-09,18:29,Espresso,145.0,Card,Location1
2024-05-31,13:39,Latte,215.4,Card,Location1
2024-03-21,12:27,Espresso,145.0,Card,Location1
2024-02-29,11:54,Espresso,145.0,Card,Location1
2024-04-29,17:53,Cortado,170.2,Cash,Location1
2024-06-20,20:59,Cappuccino,232.2,Card,Location1
2024-07-13,10:59,Cappuccino,232.2,Card,Location1
2024-07-11,14:38,Cappuccino,232.2,Cash,Location1
2024-06-27,18:56,Cappuccino,232.2,Card,Location1
2024-04-18,17:21,Americano with milk,200.8,Card,Location1
2024-06-13,20:33,Americano with milk,200.8,Cash,Location1
2024-06-18,14:01,Americano with milk,200.8,Card,Location1
2024-03-09,15:06,Cortado,170.2,Card,Location1
2024-07-08,17:45,Americano with milk,200.8,Cash,Location1
2024-06-22,20:15,Hot Chocolate,232.2,Card,Location1
2024-05-25,14:32,Cortado,170.2,Cash,Location1
2024-06-24,11:55,Americano,175.2,Cash,Location1
2024-05-26,21:23,Cappuccino,232.2,Cash,Location1
2024-04-13,18:33,Hot Chocolate,232.2,Card,Location1
2024-03-12,13:18,Cappuccino,232.2,Card,Location1
2024-07-08,15:14,Americano,175.2,Cash,Location1
2024-04-19,10:13,Cortado,170.2,Cash,Location1
2024-03-13,10:54,Americano with milk,200.8,Cash,Location1
2024-05-05,19:51,Latte,215.4,Cash,Location1
2024-03-03,15:51,Hot Chocolate,232.2,Cash,Location1
2024-02-04,14:16,Latte,215.4,Card,Location1
2024-02-05,17:41,Cocoa,240.6,Card,Location1
2024-03-26,14:12,Cappuccino,232.2,Cash,Location1
2024-06-05,20:15,Cocoa,240.6,Cash,Location1
2024-03-21,14:24,Espresso,145.0,Card,Location1
2024-01-17,21:01,Americano with milk,200.8,Cash,Location1
2024-06-20,20:48,Latte,215.4,Cash,Location1
2024-01-11,12:53,Hot Chocolate,232.2,Cash,Location1
2024-01-10,16:05,Cappuccino,232.2,Card,Location1
2024-05-22,12:38,Americano with milk,200.8,Card,Location1
2024-06-10,20:32,Americano,175.2,Card,Location1
2024-03-17,12:29,Americano with milk,200.8,Card,Location1
2024-01-12,11:47,Cocoa,240.6,Cash,Location1
2024-05-29,21:30,Cocoa,240.6,Cash,Location1
2024-02-16,15:38,Latte,215.4,Card,Location1
2024-04-29,10:43,Cappuccino,232.2,Cash,Location1
2024-01-18,19:37,Latte,215.4,Cash,Location1
2024-04-16,16:07,Latte,215.4,Card,Location1
2024-06-28,16:59,Hot Chocolate,232.2,Card,Location1
2024-02-24,19:49,Latte,215.4,Card,Location1
2024-04-18,10:03,Americano with milk,200.8,Cash,Location1
2024-07-14,17:02,Hot Chocolate,232.2,Cash,Location1
2024-03-17,15:48,Americano with milk,200.8,Card,Location1
2024-07-02,14:59,Cocoa,240.6,Card,Location1
2024-05-19,14:33,Espresso,145.0,Cash,Location1
2024-03-05,20:17,Americano,175.2,Card,Location1
2024-04-11,21:13,Espresso,145.0,Cash,Location1
2024-05-23,10:52,Americano,175.2,Cash,Location1
2024-02-27,16:30,Latte,215.4,Card,Location1
2024-05-01,14:37,Cocoa,240.6,Cash,Location1
2024-03-15,15:06,Cortado,170.2,Cash,Location1
2024-03-06,16:10,Latte,215.4,Card,Location1
2024-07-13,19:44,Latte,215.4,Card,Location1
2024-07-07,15:14,Cocoa,240.6,Cash,Location1
2024-06-15,12:57,Americano,175.2,Cash,Location1
2024-02-18,17:10,Americano with milk,200.8,Cash,Location1
2024-01-07,10:18,Cortado,170.2,Cash,Location1
2024-03-15,15:20,Espresso,145.0,Cash,Location1
2024-06-16,15:09,Cappuccino,232.2,Card,Location1
2024-05-04,18:24,Latte,215.4,Card,Location1
2024-04-07,14:56,Espresso,145.0,Card,Location1
2024-07-12,10:33,Latte,215.4,Cash,Location1
2024-03-18,17:25,Latte,215.4,Cash,Location1
2024-06-19,18:03,Americano,175.2,Cash,Location1
2024-04-04,17:12,Cappuccino,232.2,Cash,Location1
2024-07-12,21:29,Cortado,170.2,Card,Location1
2024-01-03,10:40,Americano with milk,200.8,Cash,Location1
2024-06-03,16:16,Americano,175.2,Cash,Location1
2024-06-30,11:36,Cocoa,240.6,Card,Location1
2024-05-02,13:45,Espresso,145.0,Cash,Location1
2024-05-15,20:56,Cocoa,240.6,Card,Location1
2024-05-31,20:12,Americano,175.2,Cash,Location1
2024-01-16,19:43,Cappuccino,232.2,Card,Location1
2024-01-18,16:01,Cappuccino,232.2,Card,Location1
2024-07-06,20:01,Espresso,145.0,Cash,Location1
2024-01-09,11:29,Espresso,145.0,Cash,Location1
2024-06-04,21:30,Hot Chocolate,232.2,Cash,Location1
2024-04-27,21:28,Cortado,170.2,Cash,Location1
2024-04-26,14:14,Cocoa,240.6,Card,Location1
2024-05-25,15:04,Cocoa,240.6,Card,Location1
2024-02-19,17:52,Espresso,145.0,Cash,Location1
2024-03-14,17:50,Espresso,145.0,Cash,Location1
2024-06-03,14:42,Hot Chocolate,232.2,Card,Location1
2024-03-25,20:19,Cocoa,240.6,Card,Location1
2024-01-25,18:58,Espresso,145.0,Cash,Location1
2024-02-23,14:25,Cappuccino,232.2,Cash,Location1
2024-05-10,12:05,Cortado,170.2,Cash,Location1
2024-06-16,17:10,Cocoa,240.6,Cash,Location1
2024-01-17,15:46,Latte,215.4,Cash,Location1
2024-05-23,19:39,Cortado,170.2,Cash,Location1
2024-02-04,15:44,Cortado,170.2,Card,Location1
2024-07-11,18:29,Hot Chocolate,232.2,Card,Location1
2024-02-23,18:19,Cappuccino,232.2,Card,Location1
2024-03-08,20:54,Hot Chocolate,232.2,Cash,Location1
2024-03-16,20:59,Espresso,145.0,Cash,Location1
2024-06-22,12:19,Hot Chocolate,232.2,Card,Location1
2024-05-30,17:48,Hot Chocolate,232.2,Cash,Location1
2024-06-21,21:20,Americano with milk,200.8,Card,Location1
2024-03-27,10:40,Americano with milk,200.8,Cash,Location1
2024-07-01,20:10,Cortado,170.2,Card,Location1
2024-03-27,18:33,Cocoa,240.6,Cash,Location1
2024-02-21,11:52,Espresso,145.0,Card,Location1
2024-01-05,16:07,Americano,175.2,Card,Location1
2024-05-07,21:25,Espresso,145.0,Card,Location1
2024-01-16,18:36,Americano with milk,200.8,Card,Location1
2024-04-11,21:23,Cortado,170.2,Card,Location1
2024-01-13,17:33,Americano,175.2,Cash,Location1
2024-05-04,20:59,Hot Chocolate,232.2,Card,Location1
2024-02-12,21:05,Cortado,170.2,Card,Location1
2024-04-04,16:07,Cortado,170.2,Card,Location1
2024-01-27,19:15,Latte,215.4,Card,Location1
2024-01-04,10:42,Hot Chocolate,232.2,Card,Location1
2024-03-11,10:26,Cortado,170.2,Cash,Location1
2024-05-09,14:50,Cocoa,240.6,Cash,Location1
2024-01-10,19:17,Cortado,170.2,Cash,Location1
2024-02-06,12:54,Espresso,145.0,Card,Location1
2024-05-07,14:21,Americano with milk,200.8,Card,Location1
2024-02-12,11:05,Espresso,145.0,Cash,Location1
2024-05-11,11:15,Hot Chocolate,232.2,Card,Location1
2024-04-23,10:15,Espresso,145.0,Cash,Location1
2024-04-19,20:52,Latte,215.4,Cash,Location1
2024-04-13,11:55,Espresso,145.0,Cash,Location1
2024-04-01,17:23,Cappuccino,232.2,Cash,Location1
2024-03-19,14:36,Americano with milk,200.8,Cash,Location1
2024-07-14,12:50,Espresso,145.0,Cash,Location1
2024-01-05,20:19,Americano with milk,200.8,Cash,Location1
2024-02-09,20:57,Latte,215.4,Cash,Location1
2024-04-20,11:37,Americano,175.2,Card,Location1
2024-03-03,10:59,Cocoa,240.6,Card,Location1
2024-01-02,14:54,Latte,215.4,Card,Location1
2024-05-01,10:29,Cortado,170.2,Cash,Location1
2024-06-11,14:16,Cortado,170.2,Card,Location1
2024-06-13,12:07,Americano,175.2,Cash,Location1
2024-07-04,19:16,Espresso,145.0,Card,Location1
2024-05-17,11:54,Americano,175.2,Cash,Location1
2024-04-08,21:23,Americano,175.2,Cash,Location1
2024-03-07,14:29,Latte,215.4,Card,Location1
2024-01-18,17:00,Espresso,145.0,Cash,Location1
2024-01-21,16:29,Americano with milk,200.8,Cash,Location1
2024-02-24,12:40,Espresso,145.0,Card,Location1
2024-03-29,13:49,Espresso,145.0,Cash,Location1
2024-06-10,18:46,Espresso,145.0,Card,Location1
2024-01-22,17:39,Cocoa,240.6,Cash,Location1
2024-03-27,17:30,Americano with milk,200.8,Cash,Location1
2024-03-06,13:25,Cortado,170.2,Cash,Location1
2024-02-05,13:10,Hot Chocolate,232.2,Cash,Location1
2024-01-22,18:47,Americano with milk,200.8,Cash,Location1
2024-03-21,16:52,Cortado,170.2,Cash,Location1
2024-02-16,21:09,Latte,215.4,Cash,Location1
2024-05-05,16:51,Cappuccino,232.2,Card,Location1
2024-03-11,13:01,Cortado,170.2,Card,Location1
2024-02-19,15:07,Espresso,145.0,Cash,Location1
2024-07-11,18:31,Cortado,170.2,Card,Location1
2024-02-05,18:59,Hot Chocolate,232.2,Card,Location1
2024-07-01,20:38,Americano with milk,200.8,Card,Location1
2024-01-15,13:25,Cortado,170.2,Card,Location1
2024-07-04,17:10,Cortado,170.2,Cash,Location1
2024-03-15,10:06,Cortado,170.2,Cash,Location1
2024-03-30,13:57,Cocoa,240.6,Card,Location1
2024-02-25,11:54,Americano,175.2,Card,Location1
2024-06-04,13:29,Cappuccino,232.2,Card,Location1
2024-07-13,16:29,Espresso,145.0,Cash,Location1
2024-07-05,17:34,Latte,215.4,Cash,Location1
2024-04-27,15:46,Americano,175.2,Card,Location1
2024-03-01,21:21,Americano,175.2,Card,Location1
2024-01-03,16:48,Hot Chocolate,232.2,Cash,Location1
2024-06-04,13:56,Americano,175.2,Card,Location1
2024-04-16,16:13,Americano with milk,200.8,Card,Location1
2024-05-11,12:51,Cocoa,240.6,Cash,Location1
2024-04-27,20:29,Americano with milk,200.8,Card,Location1
2024-02-01,14:21,Latte,215.4,Cash,Location1
2024-07-04,16:24,Espresso,145.0,Card,Location1
2024-05-03,15:26,Latte,215.4,Cash,Location1
2024-01-07,17:32,Hot Chocolate,232.2,Card,Location1
2024-01-23,19:24,Latte,215.4,Card,Location1
2024-06-24,18:05,Cortado,170.2,Card,Location1
2024-05-16,12:24,Americano,175.2,Cash,Location1
2024-03-01,12:22,Latte,215.4,Card,Location1
2024-02-12,14:00,Cappuccino,232.2,Card,Location1
2024-01-20,14:12,Hot Chocolate,232.2,Card,Location1
2024-03-21,13:09,Cappuccino,232.2,Cash,Location1
2024-04-21,19:26,Cappuccino,232.2,Card,Location1
2024-05-18,19:58,Americano with milk,200.8,Cash,Location1
2024-06-19,12:37,Americano with milk,200.8,Cash,Location1
2024-01-19,12:32,Cappuccino,232.2,Cash,Location1
2024-02-11,17:50,Hot Chocolate,232.2,Card,Location1
2024-06-18,20:06,Cappuccino,232.2,Card,Location1
2024-01-06,12:21,Cocoa,240.6,Card,Location1
2024-04-30,11:31,Espresso,145.0,Card,Location1
2024-04-01,21:12,Latte,215.4,Card,Location1
2024-02-06,21:17,Latte,215.4,Card,Location1
2024-03-21,16:02,Cortado,170.2,Cash,Location1
2024-07-03,14:43,Cappuccino,232.2,Cash,Location1
2024-06-12,19:31,Americano,175.2,Card,Location1
2024-06-04,15:07,Espresso,145.0,Card,Location1
2024-06-03,16:11,Americano with milk,200.8,Card,Location1
2024-01-26,18:00,Americano,175.2,Cash,Location1
2024-03-09,15:20,Hot Chocolate,232.2,Card,Location1
2024-02-27,15:23,Cortado,170.2,Card,Location1
2024-02-11,18:55,Espresso,145.0,Cash,Location1
2024-07-12,21:01,Americano,175.2,Cash,Location1
2024-06-04,20:22,Latte,215.4,Card,Location1
2024-05-30,18:39,Cortado,170.2,Card,Location1
2024-07-14,13:54,Cortado,170.2,Cash,Location1
2024-06-13,13:54,Americano with milk,200.8,Cash,Location1
2024-06-01,11:06,Americano with milk,200.8,Cash,Location1
2024-02-14,16:59,Americano with milk,200.8,Card,Location1
2024-07-08,18:02,Americano with milk,200.8,Cash,Location1
2024-05-07,15:58,Cocoa,240.6,Cash,Location1
2024-07-15,15:49,Latte,215.4,Card,Location1
2024-01-05,14:41,Cappuccino,232.2,Cash,Location1
2024-03-07,21:17,Cappuccino,232.2,Card,Location1
2024-03-08,15:42,Hot Chocolate,232.2,Card,Location1
2024-07-14,14:21,Americano with milk,200.8,Cash,Location1
2024-04-10,14:40,Cocoa,240.6,Card,Location1
2024-01-07,13:27,Cortado,170.2,Cash,Location1
2024-02-11,13:50,Espresso,145.0,Cash,Location1
2024-04-20,21:01,Hot Chocolate,232.2,Card,Location1
2024-01-24,20:32,Americano with milk,200.8,Cash,Location1
2024-01-30,18:00,Cocoa,240.6,Cash,Location1
2024-03-15,20:21,Americano,175.2,Card,Location1
2024-04-15,12:20,Latte,215.4,Card,Location1
2024-07-15,10:56,Latte,215.4,Card,Location1
2024-05-26,11:06,Latte,215.4,Cash,Location1
2024-04-20,13:32,Cappuccino,232.2,Cash,Location1
2024-04-06,20:51,Cappuccino,232.2,Cash,Location1
2024-05-24,15:55,Espresso,145.0,Cash,Location1
2024-05-10,10:18,Cappuccino,232.2,Cash,Location1
2024-04-07,17:22,Latte,215.4,Card,Location1
2024-05-27,13:14,Cappuccino,232.2,Card,Location1
2024-05-27,18:48,Latte,215.4,Card,Location1
2024-07-06,19:49,Cortado,170.2,Card,Location1
2024-06-11,12:43,Cortado,170.2,Cash,Location1
2024-04-30,16:34,Cocoa,240.6,Cash,Location1
2024-04-01,11:12,Hot Chocolate,232.2,Card,Location1
2024-04-15,15:40,Latte,215.4,Cash,Location1
2024-04-03,11:49,Americano with milk,200.8,Card,Location1
2024-05-04,16:17,Americano,175.2,Cash,Location1
2024-03-27,13:01,Cortado,170.2,Card,Location1
2024-05-25,21:04,Hot Chocolate,232.2,Card,Location1
2024-07-10,21:14,Espresso,145.0,Card,Location1
2024-04-11,13:48,Americano with milk,200.8,Card,Location1
2024-06-23,17:05,Cappuccino,232.2,Card,Location1
2024-02-19,17:25,Americano,175.2,Card,Location1
2024-07-06,21:17,Espresso,145.0,Cash,Location1
2024-05-20,11:00,Cocoa,240.6,Card,Location1
2024-04-16,19:52,Cappuccino,232.2,Card,Location1
2024-05-11,20:28,Cappuccino,232.2,Cash,Location1
2024-02-25,19:44,Cappuccino,232.2,Cash,Location1
2024-06-05,17:05,Hot Chocolate,232.2,Cash,Location1
2024-05-30,21:01,Cortado,170.2,Card,Location1
2024-02-10,19:03,Cappuccino,232.2,Cash,Location1
2024-07-10,13:05,Cortado,170.2,Card,Location1
2024-06-21,18:26,Americano with milk,200.8,Card,Location1
2024-04-01,11:49,Latte,215.4,Card,Location1
2024-05-18,13:40,Espresso,145.0,Card,Location1
2024-03-23,18:50,Latte,215.4,Cash,Location1
2024-01-08,12:44,Americano,175.2,Cash,Location1
2024-07-07,19:32,Hot Chocolate,232.2,Cash,Location1
2024-01-28,14:16,Cortado,170.2,Cash,Location1
2024-05-27,11:57,Cortado,170.2,Cash,Location1
